PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,NameTitle,TicketTransformed
1.0,0.0,1.0,1.0,0.33073929961089493,0.25,0.0,0.027566539923954372,0.0,1.0,0.0,0.7736131934032984
2.0,1.0,0.0,0.0,0.5797665369649806,0.25,0.0,0.27103916349809887,0.3333333333333333,0.0,0.5,0.8770614692653673
3.0,1.0,1.0,0.0,0.39299610894941633,0.0,0.0,0.030133079847908743,0.3333333333333333,1.0,0.5,0.9835082458770614
4.0,1.0,0.0,0.0,0.5330739299610896,0.25,0.0,0.20190114068441065,0.3333333333333333,1.0,0.5,0.0704647676161919
5.0,0.0,1.0,1.0,0.5330739299610896,0.0,0.0,0.03060836501901141,0.0,1.0,0.0,0.6986506746626686
6.0,0.0,1.0,1.0,0.45056992446784155,0.0,0.0,0.03216083650190114,0.0,0.5,0.0,0.40629685157421286
7.0,0.0,0.0,1.0,0.8287937743190662,0.0,0.0,0.19719581749049428,0.6666666666666666,1.0,0.0,0.12443778110944527
,1.0,1.0,0.0,0.4085603112840467,0.0,0.5,0.042331939163498096,0.3333333333333333,1.0,0.5,0.5082458770614693
9.0,1.0,0.5,0.0,0.20622568093385213,0.25,0.0,0.11433764258555132,0.3333333333333333,0.0,0.5,0.19490254872563717
10.0,1.0,1.0,0.0,0.05058365758754864,0.25,0.25,0.06349809885931558,0.3333333333333333,1.0,0.5,0.9040479760119939
11.0,0.0,1.0,1.0,0.29961089494163423,0.0,0.0,0.03060836501901141,0.0,1.0,0.0,0.7916041979010494
,0.0,1.0,0.0,0.20622568093385213,0.0,0.0,0.029863878326996197,1.0,1.0,0.5,0.6116941529235382
13.0,1.0,0.5,0.0,0.8443579766536966,0.0,0.0,0.060836501901140684,0.3333333333333333,1.0,0.5,0.22638680659670163
,1.0,0.5,1.0,0.45056992446784155,0.0,0.0,0.049429657794676805,0.6666666666666666,1.0,0.0,0.22338830584707645
15.0,0.0,1.0,0.0,0.4708171206225681,0.25,0.0,0.06844106463878327,1.0,1.0,1.0,0.4452773613193403
16.0,1.0,1.0,0.0,0.45056992446784155,0.0,0.0,0.027471482889733837,0.3333333333333333,0.0,0.5,0.27136431784107945
,0.0,0.5,1.0,0.5330739299610896,0.0,0.0,0.09885931558935361,0.6666666666666666,1.0,0.0,0.20539730134932532
18.0,1.0,0.5,1.0,0.5175097276264592,0.0,0.0,0.049429657794676805,0.6666666666666666,1.0,0.0,0.22488755622188905
19.0,1.0,1.0,0.0,0.22178988326848248,0.0,0.0,0.030529277566539923,0.3333333333333333,0.5,0.5,0.41079460269865065
20.0,1.0,0.0,1.0,0.42412451361867703,0.0,0.0,0.13498098859315588,0.6666666666666666,1.0,0.0,0.05997001499250375
21.0,0.0,1.0,0.0,0.11284046692607004,0.75,0.25,0.08013307984790874,1.0,1.0,0.5,0.5847076461769115
22.0,0.0,1.0,1.0,0.45056992446784155,0.0,0.0,0.027471482889733837,0.0,0.0,0.0,0.2638680659670165
23.0,0.0,0.0,1.0,0.2840466926070039,0.75,0.5,1.0,0.6666666666666666,1.0,0.0,0.1394302848575712
24.0,1.0,1.0,0.0,0.45056992446784155,0.0,0.0,0.02995893536121673,0.3333333333333333,0.5,0.5,0.41829085457271364
25.0,0.0,1.0,1.0,0.45056992446784155,0.0,0.0,0.030022053231939166,0.0,1.0,0.0,0.5352323838080959
,0.0,0.0,1.0,0.6108949416342413,0.0,0.0,0.1054022813688213,0.6666666666666666,0.0,0.0,0.8800599700149925
27.0,1.0,0.0,0.0,0.45056992446784155,0.25,0.0,0.5571133079847909,0.3333333333333333,0.0,0.5,0.8620689655172413
28.0,1.0,1.0,0.0,0.45056992446784155,0.0,0.0,0.029467680608365018,0.3333333333333333,0.5,0.5,0.4257871064467766
29.0,0.0,0.0,1.0,0.42412451361867703,0.25,0.0,0.3124365019011407,0.6666666666666666,0.0,0.0,0.8830584707646176
30.0,0.0,0.0,1.0,0.642023346303502,0.25,0.0,0.19771863117870722,0.6666666666666666,1.0,0.0,0.06146926536731634
31.0,1.0,1.0,1.0,0.45056992446784155,0.0,0.0,0.027487452471482886,0.0,0.0,0.0,0.2983508245877061
32.0,0.0,1.0,1.0,0.3151750972762646,0.0,0.0,0.03060836501901141,0.0,1.0,0.0,0.760119940029985
33.0,0.0,1.0,0.0,0.26848249027237353,0.5,0.0,0.06844106463878327,1.0,1.0,1.0,0.4467766116941529
,1.0,1.0,0.0,0.20622568093385213,0.25,0.0,0.04274410646387833,0.3333333333333333,0.0,0.5,0.27436281859070466
35.0,0.0,1.0,0.0,0.6108949416342413,0.25,0.0,0.036026615969581746,1.0,1.0,0.5,0.7496251874062968
36.0,0.0,0.5,0.0,0.4085603112840467,0.25,0.0,0.07984790874524715,1.0,1.0,0.5,0.07646176911544228
37.0,0.0,1.0,1.0,0.45056992446784155,0.0,0.0,0.030022053231939166,0.0,0.0,0.0,0.5787106446776612
38.0,1.0,0.5,0.0,0.03501945525291829,0.25,0.5,0.15809581749049428,0.3333333333333333,0.0,0.5,0.9310344827586207
39.0,1.0,1.0,0.0,0.2840466926070039,0.0,0.0,0.02995893536121673,0.3333333333333333,0.5,0.5,0.416791604197901
40.0,0.0,1.0,1.0,0.45056992446784155,0.0,0.0,0.03060836501901141,0.0,1.0,0.0,0.9055472263868065
41.0,0.0,1.0,1.0,0.45056992446784155,0.25,0.0,0.058935361216730035,0.0,0.5,0.0,0.6836581709145427
42.0,1.0,1.0,0.0,0.45056992446784155,0.0,0.0,0.029467680608365018,0.3333333333333333,0.5,0.5,0.11094452773613193
43.0,0.0,1.0,1.0,0.45056992446784155,0.5,0.0,0.08243041825095057,0.0,0.0,0.0,0.280359820089955
44.0,0.0,1.0,0.0,0.26848249027237353,0.25,0.0,0.06768060836501902,1.0,1.0,0.5,0.5577211394302848
45.0,0.0,1.0,1.0,0.09727626459143969,1.0,0.25,0.15090304182509506,0.0,1.0,0.0,0.36731634182908546
46.0,0.0,1.0,1.0,0.3151750972762646,0.0,0.0,0.02965779467680608,0.0,1.0,0.0,0.7721139430284857
47.0,1.0,0.0,0.0,0.7509727626459144,0.25,0.0,0.29174600760456276,0.3333333333333333,0.0,0.5,0.8635682158920539
48.0,1.0,0.5,0.0,0.4396887159533074,0.25,0.0,0.09885931558935361,0.3333333333333333,1.0,0.5,0.3523238380809595
49.0,0.0,0.0,1.0,1.0,0.0,0.25,0.23566235741444866,0.6666666666666666,0.0,0.0,0.041979010494752625
50.0,1.0,0.0,1.0,0.45056992446784155,0.0,0.0,0.13498098859315588,0.6666666666666666,1.0,0.0,0.13793103448275862
51.0,1.0,0.5,0.0,0.3151750972762646,0.0,0.0,0.039923954372623575,0.3333333333333333,1.0,0.5,0.8185907046476761
52.0,0.0,1.0,1.0,0.4319066147859922,0.0,0.0,0.027487452471482886,0.0,0.0,0.0,0.31784107946026985
53.0,1.0,0.5,0.0,0.06614785992217899,0.25,0.5,0.10551330798479087,0.3333333333333333,1.0,0.5,0.8275862068965517
54.0,0.0,1.0,1.0,0.33073929961089493,0.0,0.0,0.027487452471482886,0.0,0.0,0.0,0.2908545727136432
